,SMILES,CANONICAL_SMILES,Energy
0,c1ccc2c(nc(-c3ccc(OC)cc3)cc2C(N(C)CC(Nc2c(cccc2)CC)=O)=O)c1,CCc1ccccc1NC(=O)CN(C)C(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12,-9.0039623255
1,c1(c(O)cccc1)/C=N\NC(=O)c1cc(nc2c1cccc2)CC,CCc1cc(C(=O)N/N=C\c2ccccc2O)c2ccccc2n1,-1.7209623729
2,c12c(cccc2OC)c(ccn1)C(N1CCc2c(n(C)nc2C1C)-c1cc(F)c(c(F)c1)F)=O,COc1cccc2c(C(=O)N3CCc4c(nn(C)c4-c4cc(F)c(F)c(F)c4)C3C)ccnc12,-13.1789076535
3,c1(Cl)cc(-c2cc(C(Nc3c(C#N)c4CCC(Cc4s3)C)=O)c3ccccc3n2)ccc1Cl,CC1CCc2c(sc(NC(=O)c3cc(-c4ccc(Cl)c(Cl)c4)nc4ccccc34)c2C#N)C1,-12.515510338
4,*.*.c1c2c(nccc2C([N]C2CCC(C2OCC)[O])=O)ccc1,*.*.CCOC1C([O])CCC1[N]C(=O)c1ccnc2ccccc12,-0.37170615614
5,c1cccc(c1)-c1c(CN2Cc3nnc(n3CC2)C(F)(F)F)c(C(NN(c2ccccc2)C(OC)=O)=O)c2ccccc2n1,COC(=O)N(NC(=O)c1c(CN2CCn3c(nnc3C(F)(F)F)C2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-11.950022083
6,c1(Br)cc(/C=N/NC(=O)c2c3c(cccc3)nc(c2)-c2ccccc2)ccc1OCc1ccccc1F,O=C(N/N=C/c1ccc(OCc2ccccc2F)c(Br)c1)c1cc(-c2ccccc2)nc2ccccc12,-1.3159699576
7,n1c(cc(C(=O)NCCOC)c2c1cccc2)C1OCCN(C1)CCc1ccccc1,COCCNC(=O)c1cc(C2CN(CCc3ccccc3)CCO2)nc2ccccc12,-7.85897622
8,c1(-c2ccccc2)nc2ccccc2c(c1)C(NNS(=O)(=O)c1ccc(cc1)C#N)=O,N#Cc1ccc(S(=O)(=O)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,-5.49437567
9,o1cccc1C(N(CC)CC)CNC(c1c2c(nc(C)c1)cc(cc2)F)=O,CCN(CC)C(CNC(=O)c1cc(C)nc2cc(F)ccc12)c1ccco1,-9.653976344
10,C1CN(CCN1c1ccc(F)cc1OC)c1nc2ccccc2c(c1)C(NC1CC1)=O,COc1cc(F)ccc1N1CCN(c2cc(C(=O)NC3CC3)c3ccccc3n2)CC1,-10.774862565000001
11,c1cccc2c1nc(cc2C(=O)Nc1cc(ccc1C)F)-c1ccccc1,Cc1ccc(F)cc1NC(=O)c1cc(-c2ccccc2)nc2ccccc12,-1.6724402544
12,c12nc(C)cc(C(NNC(c3ccc(cc3)Cl)=O)=O)c2cccc1,Cc1cc(C(=O)NNC(=O)c2ccc(Cl)cc2)c2ccccc2n1,-4.0171640391
13,C1CC(C)N(c2ccc(cc21)F)C(=O)c1cc(C)nc2c1cc(cc2)F,Cc1cc(C(=O)N2c3ccc(F)cc3CCC2C)c2cc(F)ccc2n1,-11.053703742
14,C(CC)(CN(C)C(=O)c1c2c(ncc1-c1cc(C)cc(c1)F)ccc(-c1cc(cc(OC)c1)C#N)c2)C,CCC(C)CN(C)C(=O)c1c(-c2cc(C)cc(F)c2)cnc2ccc(-c3cc(C#N)cc(OC)c3)cc12,-13.811397581
15,O=C(c1c2c(nc(c1)-c1ccncc1)cccc2)NC(C(OC)=O)CCSC,COC(=O)C(CCSC)NC(=O)c1cc(-c2ccncc2)nc2ccccc12,-0.11282152083000001
16,c1(C(=O)N2CCN(CCN)CC2)c2ccccc2ncc1,NCCN1CCN(C(=O)c2ccnc3ccccc23)CC1,-8.2831182401
17,c1cc2nc(cc(c2cc1)C(N1CCS(CC1)=O)=O)N,Nc1cc(C(=O)N2CCS(=O)CC2)c2ccccc2n1,-9.1811043479
18,c1c(cccc1)C1CN(C(=O)c2c3c(cccc3)nc(c2)NC)CC(C)O1,CNc1cc(C(=O)N2CC(C)OC(c3ccccc3)C2)c2ccccc2n1,-9.676262757
19,c1c(ccc(-c2nc3ccccc3c(c2)C(N2CCC(CC2)C(N)=O)=O)c1)F,NC(=O)C1CCN(C(=O)c2cc(-c3ccc(F)cc3)nc3ccccc23)CC1,-10.321602366999999
20,n1c(-c2ccccc2)c(CN2CCN(CCOC)CC2)c(c2c1cccc2)C(=O)NC(C1CCCCC1)C,COCCN1CCN(Cc2c(-c3ccccc3)nc3ccccc3c2C(=O)NC(C)C2CCCCC2)CC1,-10.710180037
21,c1cc(C)ccc1-c1cc(C(N2CCN(CC2)C(=O)c2occc2)=O)c2c(cccc2)n1,Cc1ccc(-c2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)c3ccccc3n2)cc1,-10.4180162165
22,c1(cc(c2ccccc2n1)C(Nc1c(c(c(s1)C)-c1ccc(cc1)C(C)C)C(N)=O)=O)-c1ccc(o1)C,Cc1ccc(-c2cc(C(=O)Nc3sc(C)c(-c4ccc(C(C)C)cc4)c3C(N)=O)c3ccccc3n2)o1,-11.425149865
23,c1c(Cl)nc2c(c1C(NCC#CC)=O)cccc2,CC#CCNC(=O)c1cc(Cl)nc2ccccc12,-1.6377936121999999
24,c1ccc2c(cc(-c3cc(OC)ccc3)nc2c1)C(NCc1sccc1)=O,COc1cccc(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,-6.0045144032
25,CCc1ccc(cc1)-c1cc(C(Nc2ccc(cc2)S(=O)(Nc2onc(C)c2C)=O)=O)c2ccccc2n1,CCc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)c3ccccc3n2)cc1,-11.092076281
26,N(C(=O)c1ccnc2ccc(N3CC(CCC3)F)cc21)CC(=O)N1CSCC1C#N,N#CC1CSCN1C(=O)CNC(=O)c1ccnc2ccc(N3CCCC(F)C3)cc12,-11.156788795
27,N1(CC(CC(C1)C)C)C(=O)c1cc(nc2ccccc12)-c1cc(c(cc1)OC)OC,COc1ccc(-c2cc(C(=O)N3CC(C)CC(C)C3)c3ccccc3n2)cc1OC,-9.7312198711
28,C1C(Nc2ccc(-c3cc(C(=O)N(Cc4c(C)n(nc4)CC)C)c4cc(ccc4n3)O)nc2C)CN1,CCn1ncc(CN(C)C(=O)c2cc(-c3ccc(NC4CNC4)c(C)n3)nc3ccc(O)cc23)c1C,-11.514172847
29,c1cc(c(Cn2nc(C)c(-c3c(c4ccccc4nc3C(=O)N)C(N)=O)c2C)c(F)c1)F,Cc1nn(Cc2c(F)cccc2F)c(C)c1-c1c(C(N)=O)nc2ccccc2c1C(N)=O,-12.995771566
30,C(C)CN(CCC)Cc1c(nc2ccccc2c1C(=O)NC(C)C1CCCCC1)-c1ccccc1,CCCN(CCC)Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)NC(C)C1CCCCC1,-9.038998922000001
31,N(/N=C(/CC)c1c(ccc(O)c1)O)C(=O)c1cc(nc2ccc(cc12)C)-c1ccc(C)cc1,CC/C(=N/NC(=O)c1cc(-c2ccc(C)cc2)nc2ccc(C)cc12)c1cc(O)ccc1O,-0.8722194106
32,c1csc(-c2cc(C(Nc3ccc(cc3)S(N3CCOCC3)(=O)=O)=O)c3ccccc3n2)c1,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(-c2cccs2)nc2ccccc12,-4.8796933375
33,c1ccc2c(cc(nc2c1)-c1ccccc1)C(N/N=C\c1c(cc(OC)cc1OC)OC)=O,COc1cc(OC)c(/C=N\NC(=O)c2cc(-c3ccccc3)nc3ccccc23)c(OC)c1,-2.8189564637
34,C(NC(=O)c1c2cc(Br)ccc2nc(-c2ccccc2)c1C)[C@](C)(CC(=O)OC(C)(C)C)c1c(cccn1)Cl,Cc1c(-c2ccccc2)nc2ccc(Br)cc2c1C(=O)NC[C@](C)(CC(=O)OC(C)(C)C)c1ncccc1Cl,-1.4041031732
35,c12ccccc2c(cc(Cl)n1)C(=O)NCCOC(=O)N,NC(=O)OCCNC(=O)c1cc(Cl)nc2ccccc12,-2.1946067811
36,O=C(c1cc(-c2ccccc2)nc2c1cccc2)N/N=C/c1cc(Br)c(OCc2cc(C)ccc2)c(OC)c1,COc1cc(/C=N/NC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc(Br)c1OCc1cccc(C)c1,-4.873654566
37,C1CC(CS(=O)(N)=O)CN1C(=O)c1c2cc(Cl)ccc2nc(c1)C,Cc1cc(C(=O)N2CCC(CS(N)(=O)=O)C2)c2cc(Cl)ccc2n1,-9.002117505
38,O(C)c1cc(OC)ccc1-c1cc(C(NCCc2cc(OC)c(OC)cc2)=O)c2ccccc2n1,COc1ccc(-c2cc(C(=O)NCCc3ccc(OC)c(OC)c3)c3ccccc3n2)c(OC)c1,-9.895887036
39,c1cc(C(NCC(N2C(C(=O)C(NC(C(OC)=O)C(C)C)=O)CCC2)=O)=O)c2ccccc2n1,COC(=O)C(NC(=O)C(=O)C1CCCN1C(=O)CNC(=O)c1ccnc2ccccc12)C(C)C,-7.540781143999999
40,C1(CCC(C(=O)N1)NC(c1c2cccc(Cl)c2nc2CCCCc12)=O)=O,O=C1CCC(NC(=O)c2c3c(nc4c(Cl)cccc24)CCCC3)C(=O)N1,-9.6855142558
41,c1c(nc2c(cccc2)c1C(Nc1cccnc1Cl)=O)-c1ccc(Br)cc1,O=C(Nc1cccnc1Cl)c1cc(-c2ccc(Br)cc2)nc2ccccc12,-4.4233250906
42,C1(COCC1)[S@@]([N]C(c1cc(nc2ccccc21)-n1c(C)ncc1)=O)([O])C,Cc1nccn1-c1cc(C(=O)[N][S@@](C)([O])C2CCOC2)c2ccccc2n1,-8.597639622199999
43,O=C(N)C(NC(=O)c1c2c(nc3c1cccc3)cccc2)CC1CC1,NC(=O)C(CC1CC1)NC(=O)c1c2ccccc2nc2ccccc12,-0.31973289438
44,C(c1c2cc(ccc2nc(-c2cc3cccc(c3o2)C)c1)OC)(=O)NC(CO)Cc1c[nH]c2ccccc12,COc1ccc2nc(-c3cc4cccc(C)c4o3)cc(C(=O)NC(CO)Cc3c[nH]c4ccccc34)c2c1,-6.429795755
45,*.*.c1(-c2cc(Br)ccc2)cc(C(NC(N(C)CC[N]C)=S)=O)c2ccccc2n1,*.*.C[N]CCN(C)C(=S)NC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,-0.141530519315
46,Cc1c2c(c(C(NC(C)Cc3scnc3)=O)cc(n2)C)ccc1C,Cc1cc(C(=O)NC(C)Cc2cncs2)c2ccc(C)c(C)c2n1,-7.592786954199999
47,c1(cccc(F)c1C(CCC(O)=O)CNC(c1c(C)c(Cl)nc2c1cc(Br)cc2)=O)OC(F)F,Cc1c(Cl)nc2ccc(Br)cc2c1C(=O)NCC(CCC(=O)O)c1c(F)cccc1OC(F)F,-12.240921721
48,C(CNC(=O)c1c2cc(ccc2ncc1)C1CCOCC=1)(N1C(CSC1)C#N)=O,N#CC1CSCN1C(=O)CNC(=O)c1ccnc2ccc(C3=CCOCC3)cc12,-10.221515914000001
49,c1(cc(nc2ccccc21)NCC)C(N1CCCCC1)=O,CCNc1cc(C(=O)N2CCCCC2)c2ccccc2n1,-7.2607987271
50,n1c(C(F)(F)F)ncc(c1)-c1ncnc(N(CCC(c2c3c(c(C(NC)=O)ccn3)ccc2)C)N)c1,CNC(=O)c1ccnc2c(C(C)CCN(N)c3cc(-c4cnc(C(F)(F)F)nc4)ncn3)cccc12,-11.292298254999999
51,c1cc(ccn1)-c1nc2ccccc2c(C(NC(C)c2c(ccc(F)c2)F)=O)c1,CC(NC(=O)c1cc(-c2ccncc2)nc2ccccc12)c1cc(F)ccc1F,-4.013896791800001
52,n1c(cc(C(=O)Nc2cc(cc(c2)C(=O)OC)C(=O)OC)c2c1cccc2)-c1cn(CC)nc1,CCn1cc(-c2cc(C(=O)Nc3cc(C(=O)OC)cc(C(=O)OC)c3)c3ccccc3n2)cn1,-9.781523157999999
53,C(=O)(c1ccnc2c1ccc(c2)Cl)NCC[C@]1(O)CCCOC1,O=C(NCC[C@]1(O)CCCOC1)c1ccnc2cc(Cl)ccc12,-8.0406049658
54,c1(cccc(n1)NC(=O)c1c2ccccc2nc(-c2cccc(c2)Br)c1)C,Cc1cccc(NC(=O)c2cc(-c3cccc(Br)c3)nc3ccccc23)n1,-7.1513103001000005
55,c1cnccc1-c1nc2c(cccc2)c(c1)C(Nc1ccc(cc1)CO)=O,O=C(Nc1ccc(CO)cc1)c1cc(-c2ccncc2)nc2ccccc12,-6.1920507999000005
56,c1cc2c(C(N3CCC(CC3)OC)=O)ccnc2cc1,COC1CCN(C(=O)c2ccnc3ccccc23)CC1,-8.076139875099999
57,c1ccc2c(nc(cc2C(Nc2cc3OCCOc3cc2)=O)-c2cnn(-c3ccc(F)cc3)c2C)c1,Cc1c(-c2cc(C(=O)Nc3ccc4c(c3)OCCO4)c3ccccc3n2)cnn1-c1ccc(F)cc1,-11.486880135
58,C1CCN(C(=O)Cn2c3c(ccc(NC(=O)c4cc(C)nc5c4cc(OC)cc5)c3)oc2=O)CC1,COc1ccc2nc(C)cc(C(=O)Nc3ccc4oc(=O)n(CC(=O)N5CCCCC5)c4c3)c2c1,-10.753046387000001
59,O=C(NCc1[nH]ncc1)c1ccnc2ccccc12,O=C(NCc1ccn[nH]1)c1ccnc2ccccc12,-1.6104424275
60,c1ccc2c(c1)c(C(Nc1ccc(I)cc1)=O)cc(n2)-c1cc(OC)c(OC)c(OC)c1,COc1cc(-c2cc(C(=O)Nc3ccc(I)cc3)c3ccccc3n2)cc(OC)c1OC,-11.62839361
61,C(Nc1cc(ccc1)N(C)C)(c1cc(-c2ccccc2)nc2c1cc(C)cc2)=O,Cc1ccc2nc(-c3ccccc3)cc(C(=O)Nc3cccc(N(C)C)c3)c2c1,-6.876780701
62,N1(CCOCC1)Cc1c(C(=O)NC(C)C)c2ccccc2nc1C,Cc1nc2ccccc2c(C(=O)NC(C)C)c1CN1CCOCC1,-7.917645191999999
63,n1c2ccccc2c(C(N(N)C(=O)Cc2ccccc2)=O)cc1,NN(C(=O)Cc1ccccc1)C(=O)c1ccnc2ccccc12,-0.032659546308
64,c1c(sc(-c2nc3ccc(cc3c(c2)C(=O)Nc2c(C)n(nc2C)Cc2ccc(F)cc2)Cl)c1)CC,CCc1ccc(-c2cc(C(=O)Nc3c(C)nn(Cc4ccc(F)cc4)c3C)c3cc(Cl)ccc3n2)s1,-12.915535845
65,C(Nc1scc(n1)C)(c1c2cc(ccc2nc(C)c1)C)=O,Cc1ccc2nc(C)cc(C(=O)Nc3nc(C)cs3)c2c1,-8.186352464
66,*.*.c1c(OCCCCC2CCN(C(=O)C(NC(C(CSCCNC(CCCc3ccc(C)cc3)=O)NC(CN(CC[N]CC(=O)O)CCN(CC(O)=O)CC[N]CC(=O)O)=O)=O)CC(=O)OC)CC2)ccc2c1c(C(NCC(=O)N1CC(F)(F)CC1C[N]C)=O)ccn2,*.*.C[N]CC1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccc(OCCCCC3CCN(C(=O)C(CC(=O)OC)NC(=O)C(CSCCNC(=O)CCCc4ccc(C)cc4)NC(=O)CN(CC[N]CC(=O)O)CCN(CC[N]CC(=O)O)CC(=O)O)CC3)cc12,-13.862538703999999
67,c1(-c2nc3c(c(C(=O)NC4c5c(cccc5)CCC4)c2)cc(Cl)cc3)cnccc1,O=C(NC1CCCc2ccccc21)c1cc(-c2cccnc2)nc2ccc(Cl)cc12,-11.255445460999999
68,C1CN(c2c(NC(c3cc(nc4ccccc43)-c3ccccc3)=O)cc(cc2)S(=O)(=O)N2CCOCC2)CC1,O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)c1cc(-c2ccccc2)nc2ccccc12,-4.6814024619
69,C1COc2c(O1)ccc(-c1csc(NC(c3cc(nc4c3cccc4)-c3ccncc3)=O)n1)c2,O=C(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1cc(-c2ccncc2)nc2ccccc12,-6.809533007
70,C1N(c2cc(c3ccccc3n2)C(=O)N(CC(C)C)C)CCOC1,CC(C)CN(C)C(=O)c1cc(N2CCOCC2)nc2ccccc12,-7.562526446
71,N1(CCS(C(C)C1C)(=O)=O)C(=O)c1ccnc2c1cccc2,CC1C(C)S(=O)(=O)CCN1C(=O)c1ccnc2ccccc12,-4.3275369944
72,*.*.c1(-c2ccc(OC)c(c2)OC)nc2c(c(c1)C(=O)Nc1sc(c(C)c1C(OC)=O)CC)cccc2,*.*.CCc1sc(NC(=O)c2cc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c(C(=O)OC)c1C,-9.220063931
73,C(C)CC(CNC(=O)c1c(c(nc2ccc(cc21)Br)N1CCCCC1)C)c1c(cccc1)OC(F)(F)F,CCCC(CNC(=O)c1c(C)c(N2CCCCC2)nc2ccc(Br)cc12)c1ccccc1OC(F)(F)F,-11.057022646999998
74,n1c(C)cc(C(N2CCCC2c2cc(on2)C)=O)c2cc(C)cc(c12)C,Cc1cc(C)c2nc(C)cc(C(=O)N3CCCC3c3cc(C)on3)c2c1,-9.714011042000001
75,c1c(C(NC2CCOc3c2cccc3)=O)c2c(cccc2)nc1N1CCOCC1,O=C(NC1CCOc2ccccc21)c1cc(N2CCOCC2)nc2ccccc12,-8.9382493695
76,C(CCC)NC(=O)c1cc(-c2ccccc2)nc2ccccc21,CCCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,-0.45796418359999996
77,C1OCCN(C1)C(=O)c1c2c(c(cc(C)c2)C)nc(-c2ccc(cc2)Cl)c1,Cc1cc(C)c2nc(-c3ccc(Cl)cc3)cc(C(=O)N3CCOCC3)c2c1,-9.585341116
78,C(n1nc(C)c(NC(c2nc3ccccc3c(C(=O)N)c2)=O)c1C)c1cc(C(C)=O)ccc1,CC(=O)c1cccc(Cn2nc(C)c(NC(=O)c3cc(C(N)=O)c4ccccc4n3)c2C)c1,-10.314171291
79,N(C(=O)CN(CC)C(=O)c1cc(-c2ccc(cc2)OC)nc2c1cccc2)CC,CCNC(=O)CN(CC)C(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12,-6.7508006555
80,C1CN(C(C(Cc2sccc2)NC(c2ccnc3ccccc23)=O)=O)C2C(=O)COC12,O=C(NC(Cc1cccs1)C(=O)N1CCC2OCC(=O)C21)c1ccnc2ccccc12,-0.7715072043000001
81,c1(cc(ccc1)C)N(CCCNC(=O)c1c2cc(S(=O)(=O)N3CCOCC3)ccc2nc(-c2ncccc2)c1)CC,CCN(CCCNC(=O)c1cc(-c2ccccn2)nc2ccc(S(=O)(=O)N3CCOCC3)cc12)c1cccc(C)c1,-5.796729551099999
82,c12ccccc1c(C(=O)NC(CC)CC#C)ccn2,C#CCC(CC)NC(=O)c1ccnc2ccccc12,-0.26809212284
83,c1cccnc1-c1cc(c2ccccc2n1)C(NC(C(OC)=O)CCSC)=O,COC(=O)C(CCSC)NC(=O)c1cc(-c2ccccn2)nc2ccccc12,-0.14636805847
84,N(C(c1c2c(nc3CCN(Cc13)Cc1ccccc1)cccc2)=O)c1cc(c(cc1)F)F,O=C(Nc1ccc(F)c(F)c1)c1c2c(nc3ccccc13)CCN(Cc1ccccc1)C2,-12.337420758
85,n1c(C2CC2)cc(c2c1c(cc(C)c2)C)C(=O)NC1CCN(C1=O)c1c(cccc1)Cl,Cc1cc(C)c2nc(C3CC3)cc(C(=O)NC3CCN(c4ccccc4Cl)C3=O)c2c1,-10.910265711000001
86,*.*.c1c(c(sc1CCC)NC(=O)c1c2c(cccc2)nc(-c2ccccc2Cl)c1)C(=O)OC(C)C,*.*.CCCc1cc(C(=O)OC(C)C)c(NC(=O)c2cc(-c3ccccc3Cl)nc3ccccc23)s1,-0.65406150152
87,n1c(-c2ccc([N+]([O-])=O)cc2)csc1NC(c1c2c(cccc2)nc(c1)-c1sccc1)=O,O=C(Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1cc(-c2cccs2)nc2ccccc12,-7.0564136059
88,C(c1c2ccccc2nc(CC)c1C)(Nc1cc(F)ccc1F)=O,CCc1nc2ccccc2c(C(=O)Nc2cc(F)ccc2F)c1C,-8.5884873498
89,c1c(ccc(NC(=O)c2c3c(cccc3)nc(-c3cccc(Br)c3)c2)c1C)-c1cc(c(NC(c2c3c(cccc3)nc(c2)-c2cc(ccc2)Br)=O)cc1)C,Cc1cc(-c2ccc(NC(=O)c3cc(-c4cccc(Br)c4)nc4ccccc34)c(C)c2)ccc1NC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,-12.894946367
90,c1(-c2cc(c3ccccc3n2)C(=O)Nc2c(c(-c3ccc(C)cc3)cs2)C(OCC)=O)cc(ccc1)C,CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)c1cc(-c2cccc(C)c2)nc2ccccc12,-9.391657453
91,c1ccc2c(c1)n(CC(=O)N1CCC(c3nc4ccccc4c(C(=O)NCCO)c3)C1)nn2,O=C(NCCO)c1cc(C2CCN(C(=O)Cn3nnc4ccccc43)C2)nc2ccccc12,-8.678852069
92,*.*.c12ccccc1nc(-c1ccc(CC)cc1)cc2C(=O)Nc1sc(CC)c(CC)c1C#N,*.*.CCc1ccc(-c2cc(C(=O)Nc3sc(CC)c(CC)c3C#N)c3ccccc3n2)cc1,-1.9883919687
93,C(C(NC(C(O)=O)CSC1C(N(c2cc3c(cc2)C2(OC3=O)c3c(cc(cc3)O)Oc3c2ccc(O)c3)C(=O)C1)=O)=O)(CC(O)=O)NC(=O)C(NC(C(CC(O)=O)NC(CCC(=O)Nc1c2c(c(C(NCC(=O)N3C(C#N)CC(F)(F)C3)=O)ccn2)ccc1)=O)=O)CCCCN,N#CC1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2c(NC(=O)CCC(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CSC3CC(=O)N(c4ccc5c(c4)C(=O)OC54c5ccc(O)cc5Oc5cc(O)ccc54)C3=O)C(=O)O)cccc12,-19.505854836
94,o1c(-c2c(C(N)=O)c3c(cccc3)nc2-c2ccccc2)nnc1Cc1ccccc1,NC(=O)c1c(-c2nnc(Cc3ccccc3)o2)c(-c2ccccc2)nc2ccccc12,-10.4869840165
95,N(c1ccccc1)C(=O)C1CCN(C(=O)c2cc(nc3ccc(OC)cc32)-c2ccccc2)CC1,COc1ccc2nc(-c3ccccc3)cc(C(=O)N3CCC(C(=O)Nc4ccccc4)CC3)c2c1,-10.686632849
96,c1(ccc2nc(C)cc(C(Nc3cc(ccc3Cl)S(=O)(=O)N3CCOCC3)=O)c2c1)F,Cc1cc(C(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)c2cc(F)ccc2n1,-9.926189252
97,O=C(c1c2ccccc2nc(c1C)C)N(C(c1oc(C)nn1)(C)C)C,Cc1nnc(C(C)(C)N(C)C(=O)c2c(C)c(C)nc3ccccc23)o1,-8.273578603099999
98,O=C(c1cc(-c2ccccn2)nc2ccc(cc12)S(=O)(N1CCC(CC1)C)=O)NCCCN1CCOCC1,CC1CCN(S(=O)(=O)c2ccc3nc(-c4ccccn4)cc(C(=O)NCCCN4CCOCC4)c3c2)CC1,-8.7602934998
99,O(c1c(OC)cc(cc1OC)-c1cc(C(N(CCN2CCCC2)C)=O)c2ccccc2n1)C,COc1cc(-c2cc(C(=O)N(C)CCN3CCCC3)c3ccccc3n2)cc(OC)c1OC,-8.466078228
100,c1cc(ccc1C)-c1nc2ccccc2c(c1C)C(=O)Nc1ccc([N+]([O-])=O)cc1OC,COc1cc([N+](=O)[O-])ccc1NC(=O)c1c(C)c(-c2ccc(C)cc2)nc2ccccc12,-9.3342270391
101,C1[Si](C)(CCN(CCNC(c2cc(nc3c2cc(F)cc3)-c2ccc(cc2)CN2CCOCC2)=O)C1)C,C[Si]1(C)CCN(CCNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)nc3ccc(F)cc23)CC1,-9.167891016999999
102,c1cc2c(cc1)c(C(=O)NC(C1c3ccccc3-c3ccccc13)C(=O)O)ccn2,O=C(NC(C(=O)O)C1c2ccccc2-c2ccccc21)c1ccnc2ccccc12,-6.7564046300000005
103,c1(ccc(cc1)S(=O)(=O)C)Cn1c(c(c(n1)C(F)(F)F)NC(c1nc2ccccc2c(C(N)=O)c1)=O)C,Cc1c(NC(=O)c2cc(C(N)=O)c3ccccc3n2)c(C(F)(F)F)nn1Cc1ccc(S(C)(=O)=O)cc1,-10.991726769
104,C(OCCCNC(c1cc(C)nc2c1cc(C)cc2)=O)C,CCOCCCNC(=O)c1cc(C)nc2ccc(C)cc12,-7.965966268
105,n1cc(c(c2c1ccc(-c1c(N(C)C)ncc(C#N)c1)c2)C(N(C)CC1NCCC1)=O)-c1cc(cc(c1)C)F,Cc1cc(F)cc(-c2cnc3ccc(-c4cc(C#N)cnc4N(C)C)cc3c2C(=O)N(C)CC2CCCN2)c1,-14.582234053
106,C(=O)(c1c2c(nc(-c3nccn3C)c1)ccc(c2)C)NC(CCCN(CC)CC)C,CCN(CC)CCCC(C)NC(=O)c1cc(-c2nccn2C)nc2ccc(C)cc12,-9.202275418
107,c12nc(Cl)cc(C(=O)N(CC)CCC)c1cccc2,CCCN(CC)C(=O)c1cc(Cl)nc2ccccc12,-1.8648963996
108,Cc1c(c(C)n(C)n1)-c1cc(c2ccccc2n1)C(Nc1c([nH]nc1C(F)(F)F)C)=O,Cc1nn(C)c(C)c1-c1cc(C(=O)Nc2c(C(F)(F)F)n[nH]c2C)c2ccccc2n1,-11.780361295
109,c1(c(cccc1)C1CC(C(=O)O)CCC1NC(=O)c1c(C)c(N2CC(F)(C2)F)nc2c1cc(cc2)Br)F,Cc1c(N2CC(F)(F)C2)nc2ccc(Br)cc2c1C(=O)NC1CCC(C(=O)O)CC1c1ccccc1F,-12.655609019000002
110,c1ccc(cn1)-c1cc(c2c(c(C)ccc2)n1)C(=O)NCc1ccco1,Cc1cccc2c(C(=O)NCc3ccco3)cc(-c3cccnc3)nc12,-4.0687091553
111,c1(nc2ccccc2c(c1)C(Nc1ccc(Br)cn1)=O)-c1cc2c(OCO2)cc1,O=C(Nc1ccc(Br)cn1)c1cc(-c2ccc3c(c2)OCO3)nc2ccccc12,-9.215494746100001
112,N1(CC(c2nocn2)CCC1)C(=O)c1cc(nc2c1cccc2Cl)C,Cc1cc(C(=O)N2CCCC(c3ncon3)C2)c2cccc(Cl)c2n1,-10.273314003
113,c1c(-c2ccncc2)nc2c(c1C(NN=C1C(C)CCCC1C)=O)cccc2,CC1CCCC(C)C1=NNC(=O)c1cc(-c2ccncc2)nc2ccccc12,-1.17698721922
114,C1C(CC(C)(C)C[C@]1(C)CNC(c1c2ccccc2nc(-c2ccc(cc2C)C)c1)=O)NC(c1cc(nc2ccccc21)-c1ccc(cc1C)C)=O,Cc1ccc(-c2cc(C(=O)NC[C@]3(C)CC(NC(=O)c4cc(-c5ccc(C)cc5C)nc5ccccc45)CC(C)(C)C3)c3ccccc3n2)c(C)c1,-14.767920995
115,COc1c(NC(=O)c2cc(nc3ccccc32)-c2cc(C)ccc2)ccc(-c2ccc(NC(=O)c3c4c(nc(c3)-c3cc(C)ccc3)cccc4)c(c2)OC)c1,COc1cc(-c2ccc(NC(=O)c3cc(-c4cccc(C)c4)nc4ccccc34)c(OC)c2)ccc1NC(=O)c1cc(-c2cccc(C)c2)nc2ccccc12,-13.372778728999998
116,C(NC(=O)c1ccnc2c1cc(O)cc2)C(=O)N1C(CCC1)C#N,N#CC1CCCN1C(=O)CNC(=O)c1ccnc2ccc(O)cc12,-9.911553358
